# Average CPU: 171.48%
# Std Dev CPU: 24.35%
timestamp, cpu_percent
1755484150.46, 0.000
1755484150.96, 171.400
1755484151.47, 153.500
1755484151.97, 167.500
1755484152.47, 177.400
1755484152.97, 173.200
1755484153.47, 123.300
1755484153.98, 97.700
1755484154.48, 151.500
1755484154.98, 169.300
1755484155.48, 149.400
1755484155.98, 139.500
1755484156.48, 109.600
1755484156.99, 115.600
1755484157.49, 137.500
1755484157.99, 163.400
1755484158.49, 121.500
1755484158.99, 143.500
1755484159.51, 165.600
1755484160.01, 165.400
1755484160.51, 181.300
1755484161.01, 185.300
1755484161.52, 183.200
1755484162.02, 181.300
1755484162.52, 177.300
1755484163.02, 183.300
1755484163.52, 183.200
1755484164.03, 183.300
1755484164.55, 188.100
1755484165.05, 183.300
1755484165.55, 175.300
1755484166.05, 177.300
1755484166.55, 183.300
1755484167.06, 187.200
1755484167.56, 177.300
1755484168.06, 169.300
1755484168.56, 197.200
1755484169.06, 189.200
1755484169.57, 175.300
1755484170.07, 167.300
1755484170.57, 201.200
1755484171.07, 185.300
1755484171.58, 179.100
1755484172.08, 165.300
1755484172.58, 209.100
1755484173.08, 179.200
1755484173.58, 183.200
1755484174.09, 161.300
1755484174.59, 181.300
1755484175.09, 189.200
1755484175.59, 177.200
1755484176.09, 167.300
1755484176.60, 205.100
1755484177.10, 183.200
1755484177.60, 181.200
1755484178.10, 157.400
1755484178.60, 203.100
1755484179.11, 183.200
1755484179.61, 185.200
1755484180.11, 153.300
1755484180.61, 203.100
1755484181.12, 177.200
1755484181.62, 171.200
1755484182.12, 155.300
1755484182.62, 203.100
1755484183.12, 181.200
1755484183.63, 181.200
1755484184.13, 169.200
1755484184.63, 191.100
1755484185.13, 179.300
1755484185.64, 185.100
1755484186.14, 179.200
1755484186.65, 186.400
1755484187.15, 183.200
1755484187.65, 177.200
1755484188.15, 181.300
1755484188.66, 189.100
1755484189.16, 185.200
1755484189.66, 179.200
1755484190.16, 189.200
1755484190.66, 179.300
1755484191.17, 179.200
1755484191.67, 179.200
1755484192.17, 189.200
1755484192.67, 179.400
1755484193.18, 183.200
1755484193.68, 177.200
1755484194.18, 191.100
1755484194.68, 171.300
1755484195.18, 185.100
1755484195.69, 181.100
1755484196.19, 191.100
1755484196.69, 179.100
1755484197.19, 183.000
1755484197.70, 175.200
1755484198.20, 183.000
1755484198.70, 177.400
1755484199.20, 181.100
1755484199.71, 177.100
1755484200.21, 195.100
1755484200.71, 177.100
1755484201.21, 179.200
1755484201.72, 182.900
1755484202.22, 179.000
1755484202.72, 179.200
1755484203.22, 185.100
1755484203.73, 177.000
1755484204.23, 181.100
1755484204.73, 187.200
1755484205.23, 179.100
1755484205.74, 179.000
1755484206.24, 192.600
1755484206.74, 167.100
1755484207.25, 185.100
1755484207.75, 184.700
1755484208.25, 187.000
1755484208.75, 181.000
1755484209.26, 181.100
1755484209.76, 185.000
1755484210.26, 191.000
1755484210.76, 165.200
1755484211.27, 185.000
1755484211.77, 181.100
1755484212.27, 195.000
1755484212.77, 179.100
1755484213.28, 178.900
1755484213.78, 185.000
1755484214.30, 185.900
1755484214.81, 177.000
1755484215.31, 187.000
1755484215.81, 185.000
1755484216.31, 183.000
1755484216.82, 175.100
1755484217.32, 175.100
1755484217.82, 175.100
1755484218.32, 185.000
1755484218.83, 159.100
1755484219.35, 187.400
1755484219.85, 187.000
1755484220.36, 181.000
1755484220.86, 188.900
1755484221.36, 169.100
1755484221.86, 187.100
1755484222.37, 181.000
1755484222.87, 175.000
1755484223.37, 188.900
1755484223.87, 173.100
1755484224.38, 111.600
1755484224.88, 171.400
1755484225.38, 184.800
1755484225.88, 182.900
1755484226.39, 190.900
1755484226.89, 183.000
1755484227.39, 185.000
1755484227.89, 187.000
1755484228.40, 185.000
1755484228.90, 177.000
1755484229.40, 143.300
1755484229.91, 178.900
1755484230.41, 182.900
1755484230.91, 183.100
1755484231.41, 186.900
1755484231.92, 183.000
1755484232.42, 148.800
1755484232.92, 175.300
1755484233.43, 139.200
1755484233.93, 181.000
1755484234.45, 184.100
1755484234.95, 179.000
1755484235.46, 180.900
1755484235.96, 186.900
1755484236.46, 173.100
1755484236.96, 183.000
1755484237.47, 169.200
1755484237.97, 191.000
1755484238.47, 173.000
1755484238.97, 180.900
1755484239.50, 178.400
1755484240.00, 180.900
1755484240.50, 170.700
1755484241.00, 127.500
1755484241.51, 129.400
1755484242.01, 180.700
1755484242.51, 133.200
1755484243.02, 105.600
1755484243.52, 129.400
1755484244.02, 99.400
1755484244.52, 111.600
1755484245.02, 149.500
1755484245.53, 167.000
1755484246.03, 168.900
1755484246.53, 171.000
1755484247.04, 169.100
1755484247.54, 129.300
1755484248.04, 143.100
1755484248.55, 143.100
1755484249.05, 123.200
1755484249.55, 151.100
1755484250.05, 109.300
1755484250.56, 137.200
1755484251.06, 129.200
1755484251.56, 131.100
1755484252.07, 143.200
1755484252.57, 153.000
