# Average CPU: 83.08%
# Std Dev CPU: 12.85%
timestamp, cpu_percent
1755484582.22, 0.000
1755484582.72, 95.600
1755484583.22, 71.700
1755484583.72, 81.700
1755484584.22, 55.800
1755484584.73, 89.700
1755484585.23, 99.600
1755484585.73, 79.700
1755484586.23, 57.800
1755484586.73, 81.700
1755484587.23, 109.600
1755484587.74, 73.700
1755484588.24, 63.700
1755484588.74, 93.600
1755484589.24, 89.700
1755484589.74, 81.700
1755484590.25, 69.700
1755484590.75, 103.600
1755484591.25, 75.700
1755484591.75, 83.700
1755484592.25, 73.700
1755484592.75, 87.700
1755484593.26, 93.700
1755484593.76, 63.600
1755484594.26, 77.700
1755484594.76, 91.700
1755484595.27, 81.700
1755484595.77, 83.700
1755484596.27, 63.800
1755484596.77, 91.600
1755484597.27, 93.600
1755484597.77, 85.700
1755484598.28, 59.800
1755484598.78, 103.600
1755484599.28, 87.700
1755484599.78, 85.700
1755484600.28, 73.700
1755484600.79, 99.600
1755484601.29, 87.700
1755484601.79, 87.600
1755484602.29, 77.700
1755484602.80, 97.600
1755484603.30, 89.600
1755484603.80, 85.600
1755484604.30, 73.700
1755484604.80, 99.600
1755484605.31, 87.600
1755484605.81, 85.600
1755484606.31, 73.700
1755484606.81, 97.600
1755484607.31, 85.600
1755484607.82, 85.600
1755484608.32, 77.700
1755484608.82, 91.700
1755484609.32, 79.700
1755484609.82, 91.600
1755484610.33, 73.700
1755484610.83, 99.600
1755484611.33, 91.600
1755484611.83, 83.600
1755484612.34, 71.700
1755484612.84, 105.600
1755484613.34, 85.600
1755484613.84, 87.600
1755484614.34, 69.700
1755484614.85, 103.500
1755484615.35, 85.600
1755484615.85, 81.600
1755484616.35, 69.700
1755484616.88, 103.400
1755484617.38, 85.600
1755484617.88, 87.600
1755484618.38, 81.600
1755484618.88, 83.600
1755484619.39, 93.600
1755484619.89, 89.600
1755484620.39, 85.600
1755484620.89, 91.600
1755484621.40, 87.600
1755484621.92, 86.400
1755484622.42, 71.700
