# Average CPU: 6.22%
# Std Dev CPU: 1.43%
timestamp, cpu_percent
1755480267.21, 0.000
1755480267.73, 5.800
1755480268.24, 6.000
1755480268.74, 6.000
1755480269.24, 8.000
1755480269.74, 6.000
1755480270.24, 8.000
1755480270.74, 6.000
1755480271.25, 6.000
1755480271.75, 6.000
1755480272.25, 8.000
1755480272.75, 6.000
1755480273.25, 6.000
1755480273.75, 8.000
1755480274.26, 4.000
1755480274.76, 4.000
1755480275.26, 8.000
1755480275.76, 4.000
1755480276.26, 8.000
1755480276.76, 6.000
1755480277.27, 6.000
1755480277.77, 6.000
1755480278.27, 8.000
1755480278.79, 3.800
1755480279.29, 6.000
1755480279.79, 8.000
1755480280.30, 8.000
1755480280.80, 4.000
1755480281.30, 4.000
1755480281.80, 8.000
1755480282.30, 8.000
1755480282.81, 4.000
1755480283.31, 6.000
1755480283.81, 6.000
1755480284.31, 8.000
1755480284.81, 4.000
1755480285.32, 6.000
1755480285.82, 8.000
1755480286.32, 8.000
1755480286.82, 6.000
1755480287.32, 4.000
1755480287.82, 10.000
1755480288.33, 6.000
1755480288.85, 5.800
1755480289.35, 6.000
1755480289.85, 6.000
1755480290.35, 6.000
1755480290.85, 6.000
1755480291.36, 6.000
1755480291.86, 6.000
1755480292.36, 6.000
1755480292.86, 6.000
1755480293.36, 4.000
1755480293.87, 6.000
1755480294.37, 6.000
1755480294.87, 8.000
1755480295.37, 6.000
1755480295.87, 8.000
1755480296.37, 6.000
1755480296.88, 4.000
1755480297.38, 8.000
1755480297.88, 6.000
1755480298.38, 6.000
1755480298.88, 6.000
1755480299.39, 6.000
1755480299.89, 6.000
1755480300.39, 8.000
1755480300.89, 4.000
1755480301.39, 8.000
1755480301.90, 6.000
1755480302.40, 8.000
1755480302.90, 4.000
1755480303.40, 6.000
1755480303.90, 8.000
1755480304.41, 6.000
1755480304.91, 4.000
1755480305.41, 6.000
1755480305.91, 8.000
1755480306.41, 4.000
1755480306.92, 6.000
1755480307.42, 6.000
1755480307.92, 8.000
1755480308.42, 6.000
1755480308.92, 6.000
1755480309.44, 5.800
1755480309.95, 8.000
1755480310.45, 6.000
1755480310.95, 4.000
1755480311.45, 8.000
1755480311.95, 6.000
1755480312.46, 6.000
1755480312.96, 8.000
1755480313.46, 6.000
1755480313.96, 6.000
1755480314.46, 6.000
1755480314.97, 6.000
1755480315.47, 6.000
1755480315.97, 8.000
1755480316.47, 6.000
1755480316.97, 6.000
1755480317.48, 6.000
1755480317.98, 8.000
1755480318.50, 3.800
1755480319.00, 8.000
1755480319.50, 6.000
1755480320.01, 6.000
1755480320.51, 6.000
1755480321.01, 8.000
1755480321.51, 6.000
1755480322.01, 6.000
1755480322.52, 6.000
1755480323.02, 6.000
1755480323.52, 6.000
1755480324.02, 8.000
1755480324.52, 4.000
1755480325.03, 8.000
1755480325.53, 6.000
1755480326.03, 8.000
1755480326.53, 4.000
1755480327.05, 5.800
1755480327.56, 8.000
1755480328.06, 6.000
1755480328.56, 6.000
1755480329.06, 6.000
1755480329.57, 6.000
1755480330.07, 6.000
1755480330.57, 6.000
1755480331.07, 6.000
1755480331.57, 6.000
1755480332.08, 8.000
1755480332.58, 4.000
1755480333.08, 6.000
1755480333.58, 6.000
1755480334.09, 8.000
1755480334.59, 4.000
1755480335.09, 4.000
1755480335.59, 8.000
1755480336.09, 6.000
1755480336.60, 6.000
1755480337.10, 4.000
1755480337.60, 6.000
1755480338.10, 8.000
1755480338.61, 6.000
1755480339.11, 6.000
1755480339.61, 8.000
1755480340.11, 8.000
1755480340.62, 6.000
1755480341.12, 4.000
1755480341.62, 6.000
1755480342.12, 10.000
1755480342.62, 6.000
1755480343.13, 4.000
1755480343.63, 8.000
1755480344.13, 8.000
1755480344.63, 6.000
1755480345.14, 4.000
1755480345.64, 8.000
1755480346.14, 6.000
1755480346.64, 6.000
1755480347.15, 6.000
1755480347.65, 8.000
1755480348.17, 5.800
1755480348.67, 6.000
1755480349.17, 6.000
1755480349.68, 6.000
1755480350.18, 6.000
1755480350.68, 8.000
1755480351.18, 4.000
1755480351.69, 8.000
1755480352.19, 6.000
1755480352.69, 6.000
1755480353.19, 4.000
1755480353.70, 6.000
1755480354.20, 8.000
1755480354.70, 6.000
1755480355.20, 6.000
1755480355.71, 8.000
1755480356.21, 4.000
1755480356.71, 6.000
1755480357.21, 6.000
1755480357.73, 5.800
1755480358.24, 8.000
1755480358.74, 4.000
1755480359.24, 6.000
1755480359.74, 8.000
1755480360.25, 6.000
1755480360.75, 6.000
1755480361.25, 6.000
1755480361.76, 6.000
1755480362.26, 8.000
1755480362.76, 4.000
1755480363.26, 6.000
1755480363.77, 6.000
1755480364.27, 6.000
1755480364.77, 6.000
1755480365.27, 6.000
1755480365.78, 6.000
1755480366.28, 8.000
1755480366.78, 4.000
1755480367.28, 6.000
1755480367.79, 8.000
1755480368.29, 8.000
1755480368.79, 4.000
1755480369.29, 6.000
1755480369.80, 8.000
1755480370.32, 7.700
1755480370.82, 6.000
1755480371.32, 4.000
1755480371.83, 8.000
