# Average CPU: 123.58%
# Std Dev CPU: 23.03%
timestamp, cpu_percent
1755484433.88, 0.000
1755484434.38, 119.600
1755484434.88, 125.600
1755484435.38, 137.600
1755484435.88, 129.600
1755484436.38, 97.700
1755484436.89, 171.400
1755484437.39, 133.500
1755484437.89, 131.500
1755484438.39, 99.600
1755484438.89, 167.400
1755484439.40, 129.500
1755484439.90, 125.600
1755484440.40, 113.600
1755484440.90, 153.500
1755484441.40, 123.500
1755484441.90, 127.500
1755484442.41, 125.500
1755484442.91, 153.300
1755484443.41, 125.500
1755484443.91, 127.500
1755484444.41, 125.500
1755484444.92, 151.400
1755484445.42, 139.500
1755484445.92, 125.500
1755484446.42, 127.500
1755484446.92, 133.500
1755484447.43, 133.500
1755484447.93, 119.600
1755484448.43, 131.500
1755484448.93, 153.400
1755484449.43, 133.500
1755484449.94, 119.500
1755484450.44, 127.500
1755484450.94, 155.400
1755484451.44, 139.500
1755484451.94, 111.500
1755484452.45, 95.600
1755484452.95, 123.600
1755484453.45, 133.500
1755484453.97, 97.800
1755484454.47, 87.600
1755484454.97, 165.300
1755484455.48, 123.500
1755484455.98, 99.600
1755484456.48, 137.400
1755484456.98, 129.300
1755484457.49, 113.500
1755484457.99, 69.800
1755484458.49, 89.800
1755484458.99, 143.400
1755484459.49, 129.500
1755484460.00, 99.600
1755484460.50, 131.500
1755484461.00, 157.300
1755484461.50, 103.500
1755484462.00, 99.600
1755484462.51, 147.400
1755484463.01, 139.400
1755484463.51, 143.400
1755484464.01, 99.600
1755484464.51, 137.400
1755484465.02, 143.400
1755484465.52, 129.400
1755484466.02, 97.600
1755484466.52, 131.400
1755484467.03, 153.300
1755484467.53, 99.600
1755484468.03, 109.500
1755484468.53, 161.300
1755484469.03, 141.400
1755484469.54, 133.400
1755484470.04, 99.500
1755484470.54, 143.400
1755484471.04, 129.300
1755484471.55, 131.400
1755484472.07, 101.700
1755484472.57, 151.300
1755484473.07, 127.400
1755484473.57, 125.400
1755484474.08, 97.600
1755484474.58, 153.300
1755484475.08, 109.500
1755484475.58, 129.400
1755484476.09, 101.500
1755484476.59, 119.400
1755484477.09, 149.200
1755484477.59, 151.300
1755484478.10, 99.500
1755484478.60, 103.500
1755484479.10, 161.200
1755484479.60, 137.300
1755484480.11, 87.600
1755484480.61, 139.300
1755484481.11, 149.300
1755484481.61, 103.500
1755484482.14, 99.400
1755484482.64, 147.300
1755484483.14, 143.300
1755484483.64, 127.400
1755484484.15, 105.500
1755484484.65, 125.600
1755484485.15, 111.500
1755484485.65, 111.600
1755484486.15, 97.500
1755484486.66, 117.400
1755484487.18, 122.700
1755484487.68, 119.600
1755484488.18, 87.600
1755484488.68, 117.500
1755484489.19, 113.500
1755484489.69, 125.400
1755484490.19, 97.500
1755484490.69, 135.300
1755484491.20, 121.400
1755484491.70, 109.400
1755484492.20, 73.600
1755484492.70, 165.400
1755484493.21, 133.300
1755484493.71, 123.400
1755484494.21, 95.500
1755484494.71, 139.300
1755484495.21, 93.700
1755484495.72, 127.300
1755484496.22, 89.500
1755484496.72, 103.600
1755484497.22, 95.700
1755484497.73, 103.600
1755484498.23, 115.500
1755484498.73, 151.200
1755484499.25, 118.800
1755484499.75, 115.600
1755484500.26, 117.400
1755484500.76, 147.300
1755484501.26, 137.300
1755484501.76, 133.200
1755484502.27, 105.400
1755484502.77, 155.200
1755484503.27, 151.200
1755484503.78, 127.300
1755484504.30, 110.800
1755484504.80, 153.100
1755484505.30, 147.200
1755484505.81, 139.200
1755484506.31, 107.400
1755484506.81, 143.200
1755484507.32, 161.000
1755484507.82, 99.400
1755484508.32, 135.300
1755484508.82, 131.300
1755484509.33, 139.200
1755484509.83, 135.100
1755484510.33, 101.500
1755484510.84, 143.200
1755484511.34, 169.100
1755484511.84, 129.200
1755484512.34, 69.600
1755484512.85, 117.300
1755484513.35, 127.300
1755484513.85, 129.200
1755484514.36, 87.500
1755484514.86, 101.400
1755484515.36, 103.400
1755484515.86, 121.300
1755484516.37, 111.300
1755484516.87, 147.100
1755484517.37, 133.200
1755484517.88, 125.200
1755484518.38, 129.300
1755484518.88, 113.300
1755484519.41, 118.400
1755484519.91, 93.500
1755484520.41, 103.600
