2025-08-17 16:55:48, 0.97 Mbps
2025-08-17 16:55:49, 4.42 Mbps
2025-08-17 16:55:50, 2.82 Mbps
2025-08-17 16:55:51, 4.34 Mbps
2025-08-17 16:55:52, 2.97 Mbps
2025-08-17 16:55:53, 4.20 Mbps
2025-08-17 16:55:54, 3.40 Mbps
2025-08-17 16:55:55, 4.22 Mbps
2025-08-17 16:55:56, 3.41 Mbps
2025-08-17 16:55:57, 3.85 Mbps
2025-08-17 16:55:58, 3.36 Mbps
2025-08-17 16:55:59, 4.23 Mbps
2025-08-17 16:56:00, 4.36 Mbps
